84542551200,60013346800,2022-08-04,2970969100.00
84542717600,60013432900,2022-04-18,2971049800.00
84542888600,60013513900,2022-04-16,2971130200.00
84543054000,60013589700,2022-06-14,2971210300.00
84543206400,60013671600,2022-07-03,2971290600.00
84543379700,60013750500,2022-06-06,2971370700.00
84543541900,60013863900,2022-07-01,2971451400.00
84543689400,60013974000,2022-05-21,2971539000.00
84543828500,60014062100,2022-06-30,2974234900.00
84543977600,60014149000,2022-05-26,2974321200.00
84544130600,60014269400,2022-05-26,2974404600.00
84544263500,60014348400,2022-06-18,2974495100.00
84544414600,60014430900,2022-06-23,2974580500.00
84544561400,60014540500,2022-04-20,2974664400.00
84544708200,60014688000,2022-05-28,2974747300.00
84544854700,60014837600,2022-04-26,2974829600.00
84544986400,60014950800,2022-05-29,2974993300.00
84545114800,60015071300,2022-05-11,2975137200.00
84545324800,60015190000,2022-07-21,2975322300.00
84548113700,60015307800,2022-06-03,2975438800.00
84548318600,60015396700,2022-08-06,2975623800.00
84548498200,60015474900,2022-07-16,2975798900.00
84548675800,60015587700,2022-08-04,2975964500.00
84548852900,60015696600,2022-07-17,2976124400.00
84549027300,60015773800,2022-05-25,2976287700.00
84549190800,60015853600,2022-05-31,2976443400.00
84549348000,60015947200,2022-08-07,2976598000.00
84549524400,60016061700,2022-07-21,2976773000.00
84549701400,60016170800,2022-07-26,2976934300.00
84549856800,60016240400,2022-06-27,2977089600.00
84550009300,60016320000,2022-07-15,2977244400.00
84550135100,60016433200,2022-07-09,2977402100.00
84550300100,60016579000,2022-05-15,2977543600.00
84550465800,60016717000,2022-06-24,2977699600.00
84550619600,60016840200,2022-05-26,2977854800.00
84550778300,60016922300,2022-06-12,2978012100.00
84550931000,60017082800,2022-06-03,2978161200.00
84551102100,60017165400,2022-05-02,2978287900.00
84551273600,60017392500,2022-06-01,2978413200.00
84551504900,60017603800,2022-06-27,2978523500.00
84551674100,60017710400,2022-05-13,2978654300.00
84551831300,60017836800,2022-06-04,2978782600.00
84551988100,60017936800,2022-06-29,2978910500.00
84552147900,60021307900,2022-07-14,2979038700.00
84552274900,60021486200,2022-07-09,2979166700.00
84552468100,60021618000,2022-07-20,2979270700.00
84552631300,60021718600,2022-07-15,2979376200.00
84552788300,60021798600,2022-04-21,2979479400.00
84552932400,60021892400,2022-06-16,2979564700.00
84553115500,60022041800,2022-07-17,2979647400.00
84553532000,60022156000,2022-07-10,2979728000.00
84554143000,60022268100,2022-08-09,2979807800.00
84554597300,60022380200,2022-06-26,2979888100.00
84554938900,60022490100,2022-06-07,2979967700.00
84555261200,60022600400,2022-07-12,2980047400.00
84555722900,60022711600,2022-08-09,2980127200.00
84556182500,60022821700,2022-05-02,2980206700.00
84558907400,60022915000,2022-06-27,2980286500.00
84559056600,60023040800,2022-05-05,2980366200.00
84559197600,60023166500,2022-06-17,2980445900.00
84559423500,60023287200,2022-05-25,2980529700.00
84559569700,60023368600,2022-05-07,2980619500.00
84559748100,60023450100,2022-07-16,2980700700.00
84559909100,60023565100,2022-05-01,2980781700.00
84560056500,60023691200,2022-05-13,2980862200.00
84560197900,60023835300,2022-05-30,2980943200.00
84560349700,60024068000,2022-05-04,2981024100.00
84560556200,60024203200,2022-04-15,2981104900.00
84560729100,60024287700,2022-06-30,2981185800.00
84560888800,60024382900,2022-04-16,2981266400.00
84561007200,60024513700,2022-07-16,2981347400.00
84561121700,60024643800,2022-06-13,2981428200.00
84561297700,60024737000,2022-08-08,2981550400.00
84561441000,60024835500,2022-07-01,2981643400.00
84561632200,60024938100,2022-05-04,2981724700.00
84561760200,60025032300,2022-06-08,2981806100.00
84561908300,60025234200,2022-06-10,2981886900.00
84562062200,60025390900,2022-05-02,2981967700.00
84562170700,60025525600,2022-05-14,2982048700.00
84562320900,60025685800,2022-04-28,2982129600.00
84562449500,60026288900,2022-08-14,2982209900.00
84562602600,60026452300,2022-07-27,2982291600.00
84562761500,60026575100,2022-06-30,2982373300.00
84562863300,60026714500,2022-04-16,2982453900.00
84563011600,60026851800,2022-06-30,2982543000.00
84563150200,60026981900,2022-06-30,2985199100.00
84563268100,60027107900,2022-08-11,2985281800.00
84563431300,60027229500,2022-06-23,2985362100.00
84563569600,60027353200,2022-04-29,2985442200.00
84563677200,60027478700,2022-08-04,2985526200.00
84563822200,60027605400,2022-06-27,2985608900.00
84563930500,60027729800,2022-06-09,2985689400.00
84564088400,60027848000,2022-07-26,2985802900.00
84564383400,60027943900,2022-05-28,2985956500.00
84564615600,60028039800,2022-06-05,2986111700.00
84564756700,60028111600,2022-06-10,2986262400.00
84564862600,60028182200,2022-06-04,2986415900.00
84564993700,60028253000,2022-08-08,2986543600.00
84565104400,60028323700,2022-07-27,2986697300.00
84565282600,60028411600,2022-08-05,2986850500.00
84565387100,60028488200,2022-08-12,2987000900.00
84565523600,60028596900,2022-06-13,2987153400.00
84565645900,60028670100,2022-08-12,2987306600.00
84565766900,60028742300,2022-07-03,2987458200.00
84565885700,60028814700,2022-04-19,2987614900.00
84566007700,60028891400,2022-06-01,2987771600.00
84566119300,60028964900,2022-05-17,2987923300.00
84566232500,60029035700,2022-07-30,2988079200.00
84566353700,60029106600,2022-07-15,2988220000.00
84566454100,60029177400,2022-05-26,2988349700.00
84566584100,60029247900,2022-08-02,2988476700.00
84566717000,60029318600,2022-06-24,2988605600.00
84566828000,60029390100,2022-07-04,2988739400.00
84566982200,60029460900,2022-04-18,2988867700.00
84567116800,60029531500,2022-05-30,2988995600.00
84567231500,60029601800,2022-07-03,2989124600.00
84569464000,60029672600,2022-05-21,2989225700.00
84569586900,60029744000,2022-06-06,2989328300.00
84569734400,60029814600,2022-08-13,2989405700.00
84569853600,60029884900,2022-08-02,2989482800.00
84570005300,60030050600,2022-05-02,2989624600.00
84570118400,60032323300,2022-06-22,2989759300.00
84570236500,60032444600,2022-08-14,2989838600.00
84570351900,60032650400,2022-08-11,2989915000.00
84570455200,60032802000,2022-05-18,2989990600.00
84570600800,60032965500,2022-05-22,2990066000.00
84570697300,60033123000,2022-05-26,2990141700.00
84570791700,60033695200,2022-05-20,2990217400.00
84570929500,60034062600,2022-08-09,2990293000.00
84571025200,60034286400,2022-04-19,2990369500.00
84571119400,60034438600,2022-07-12,2990445300.00
84571235500,60034553200,2022-05-15,2990574900.00
84571371300,60034668800,2022-07-18,2990655600.00
84571481400,60034779800,2022-06-02,2990730500.00
84571586200,60034890600,2022-06-18,2990804100.00
84571693500,60034969400,2022-04-16,2990877600.00
84571827000,60035048600,2022-08-06,2990951900.00
84571959500,60035152300,2022-07-24,2991025300.00
84572071900,60035254900,2022-06-07,2991099000.00
84572173600,60035347000,2022-07-21,2991171800.00
84572308400,60035419600,2022-06-13,2991245000.00
84572439400,60035498600,2022-08-10,2991319400.00
84572570900,60035573200,2022-05-29,2991392900.00
84572700500,60035648300,2022-06-29,2991466200.00
84572796500,60035731100,2022-06-03,2991873700.00
84572934900,60035834200,2022-06-30,2992234400.00
84573072900,60036014900,2022-04-25,2992352700.00
84573176200,60036182700,2022-06-28,2992428200.00
84573289400,60036309400,2022-05-21,2992506200.00
84573384500,60036478600,2022-06-18,2992596100.00
84573480800,60036741300,2022-04-23,2992669600.00
84573577700,60036849200,2022-05-30,2992743100.00
84573676000,60036933400,2022-08-04,2992817300.00
84573803100,60037459900,2022-07-27,2992890500.00
84573930200,60037925700,2022-07-16,2992963800.00
84574062200,60038317000,2022-06-03,2993037300.00
84574187500,60038577700,2022-05-04,2993110400.00
84574326100,60038768700,2022-05-28,2993183900.00
84574432000,60038840200,2022-06-01,2993257200.00
84574526900,60038914000,2022-05-21,2993330700.00
84574624100,60038987100,2022-06-22,2993403900.00
84574756400,60039058100,2022-05-15,2993476700.00
84574923200,60039129200,2022-04-29,2993561000.00
84575090000,60039199800,2022-05-23,2996012900.00
84575198200,60039270800,2022-05-31,2996088400.00
84575359800,60039341700,2022-05-10,2996161100.00
84575460500,60039412200,2022-06-10,2996233600.00
84575598400,60039482900,2022-04-19,2996307600.00
84575727700,60039553100,2022-05-01,2996380400.00
84575823600,60039623800,2022-06-08,2996453200.00
84575925200,60039694300,2022-05-18,2996558100.00
84576028900,60039764300,2022-06-30,2996692400.00
84576127100,60039834600,2022-07-30,2996868000.00
84576238200,60039907900,2022-06-27,2996966700.00
84576402700,60039981300,2022-07-02,2997091100.00
84576533200,60040051900,2022-05-18,2997257000.00
84576649800,60040122200,2022-05-19,2997416300.00
84576762900,60040192600,2022-08-10,2997513700.00
84576877700,60040262900,2022-05-10,2997660100.00
84576994900,60040333200,2022-05-14,2997808000.00
84577085900,60040403400,2022-06-17,2997923000.00
84577195100,60040474000,2022-07-26,2998072500.00
84577319100,60040544500,2022-05-14,2998208000.00
84577418900,60040614900,2022-05-02,2998355700.00
84577510100,60040685500,2022-05-24,2998478900.00
84577600100,60040757700,2022-04-20,2998595700.00
84577690400,60040828700,2022-05-27,2998739500.00
84577781100,60040898900,2022-05-28,2998846000.00
84577871400,60043161500,2022-08-11,2998977100.00
84577961900,60043243400,2022-07-18,2999102000.00
84578059400,60043355200,2022-07-03,2999206800.00
84578172200,60043465100,2022-05-21,2999309700.00
84580452200,60043575300,2022-05-09,2999415000.00
84580602100,60043686000,2022-05-01,2999497900.00
84580735900,60043793300,2022-06-20,2999644800.00
84580863500,60043906300,2022-07-25,2999760100.00
84580992800,60044022000,2022-07-07,2999870400.00
84581162800,60044134900,2022-07-29,2999979400.00
84581337400,60044244800,2022-08-05,3000090300.00
84581507400,60044393300,2022-06-14,3000206000.00
84581678400,60044504600,2022-05-24,3000278500.00
84581849800,60044615400,2022-04-15,3000389300.00
84582018100,60044727200,2022-05-04,3000463400.00
84582181500,60044836500,2022-04-27,3000537000.00
84582353000,60044930600,2022-05-30,3000646200.00
84582521300,60045047300,2022-07-27,3000778900.00
84582688900,60045154600,2022-07-23,3000859600.00
84582855900,60045264000,2022-07-13,3000968600.00
84583022300,60045374200,2022-06-06,3001081800.00
84583189400,60045483500,2022-05-20,3001193200.00
84583360500,60045592800,2022-06-05,3001302900.00
84583516800,60045707100,2022-07-07,3001380600.00
84583670100,60045807300,2022-04-16,3001461900.00
84583821900,60045904500,2022-07-16,3001555200.00
84583975600,60046002900,2022-06-12,3001633600.00
84584126000,60046098300,2022-04-26,3001733600.00
84584270200,60046169400,2022-05-02,3001832600.00
84584412300,60046239700,2022-06-15,3001929600.00
84584549400,60046310300,2022-05-07,3001999500.00
84584689900,60046380500,2022-07-06,3002071100.00
84584808700,60046450500,2022-04-25,3002188700.00
84584957100,60046520600,2022-07-01,3002261600.00
84585098300,60046591700,2022-05-26,3002377100.00
84585348600,60046661400,2022-07-04,3002448600.00
84585513000,60046731500,2022-05-15,3002797600.00
84585630800,60046802300,2022-08-01,3003156400.00
84585750900,60046872200,2022-07-23,3003252900.00
84585866800,60046947600,2022-05-26,3003354900.00
84585957100,60047017500,2022-06-18,3003458700.00
84586047500,60047087200,2022-04-20,3003550700.00
84586141300,60047271300,2022-05-08,3003645100.00
84586238300,60047342000,2022-07-09,3003743800.00
84586328800,60047412000,2022-07-17,3003811300.00
84586420600,60047482200,2022-05-29,3003879700.00
84586516500,60047552100,2022-06-13,3003947100.00
84586624300,60047621900,2022-07-15,3004014300.00
84586713400,60047691500,2022-04-20,3004081900.00
84586810600,60047761300,2022-07-25,3004149800.00
84586908500,60047830900,2022-04-18,3004217200.00
84586999000,60047975700,2022-05-30,3004284900.00
84587088900,60048049800,2022-05-19,3004351900.00
84587185300,60048120700,2022-06-02,3004419500.00
84587281400,60048191300,2022-06-07,3004489900.00
84587371200,60048261800,2022-05-14,3006632700.00
84587460600,60048332200,2022-05-17,3006754700.00
84587557600,60048403600,2022-06-17,3006866200.00
84587646900,60048474200,2022-07-11,3006975300.00
84587736900,60048544900,2022-07-19,3007086100.00
84587825700,60048615700,2022-04-23,3007216500.00
84587916500,60048686300,2022-08-09,3007326200.00
84588005900,60048757000,2022-07-09,3007420900.00
84588095100,60048827700,2022-06-29,3007534500.00
84588189500,60048898300,2022-07-30,3007605600.00
84588282500,60049112800,2022-05-28,3007673600.00
84588371600,60049226600,2022-05-01,3007780200.00
84588461000,60049493500,2022-05-04,3007887000.00
84588551000,60049669400,2022-06-05,3007991300.00
84588640400,60049829900,2022-07-12,3008154800.00
84588729700,60049938600,2022-07-19,3008265700.00
84588819600,60050012500,2022-05-27,3008362400.00
84588908800,60050083400,2022-07-22,3008488100.00
84588998300,60050153900,2022-06-13,3008723300.00
84589087500,60050225600,2022-04-26,3008925400.00
84589180900,60050296400,2022-07-20,3009039800.00
84591373800,60050367000,2022-05-24,3009160600.00
84591468500,60050437200,2022-06-26,3009272900.00
84591557500,60050507500,2022-08-06,3009380800.00
84591646500,60050578300,2022-04-23,3009485900.00
84591734500,60050648800,2022-05-02,3009598000.00
84591826500,60050718900,2022-06-17,3009741700.00
84591914700,60050789200,2022-08-09,3009838700.00
84592002700,60050859600,2022-04-27,3009935400.00
84592092100,60050934300,2022-08-01,3010028400.00
84592200700,60051007200,2022-05-31,3010125400.00
84592357000,60051077500,2022-07-03,3010193800.00
84592519600,60051147900,2022-05-08,3010262100.00
84592683300,60051218900,2022-06-28,3010329800.00
84592844700,60051289400,2022-07-23,3010397200.00
84593011000,60051360400,2022-05-24,3010464800.00
84593171600,60051430900,2022-07-21,3010532400.00
84593638800,60051501700,2022-06-02,3010602400.00
84593803600,60051572200,2022-08-13,3010670400.00
84593967200,60051642500,2022-05-31,3010738000.00
84594132100,60051763200,2022-07-10,3010805600.00
84594273700,60051849000,2022-07-06,3010872900.00
84594434300,60055233000,2022-06-29,3010940000.00
84594597600,60055348700,2022-07-29,3011007300.00
84594746900,60055776100,2022-08-09,3011074700.00
84594896100,60056315000,2022-06-25,3011142200.00
84595044400,60056702900,2022-04-26,3011209600.00
84595194600,60056846800,2022-04-18,3011277000.00
84595493400,60056962900,2022-08-09,3011344100.00
84595585800,60057041700,2022-05-15,3011411100.00
84595676500,60057149800,2022-07-30,3011482700.00
84595768800,60057259400,2022-04-29,3011555000.00
84595859000,60057369200,2022-05-06,3011624100.00
84595949200,60057469600,2022-04-28,3011692200.00
84596038800,60057568600,2022-04-17,3011760900.00
84596127900,60057670500,2022-05-17,3011828600.00
84596228500,60057741700,2022-07-28,3011896200.00
84596320800,60057813600,2022-07-07,3011964200.00
84596411200,60057892600,2022-08-09,3012031800.00
84596500100,60057999400,2022-07-21,3012099600.00
84596589800,60058133600,2022-05-20,3012167000.00
84596679500,60058239300,2022-04-25,3012235200.00
84596768300,60058338600,2022-07-04,3012302500.00
84596857300,60058409700,2022-05-18,3012370100.00
84596947000,60058481000,2022-07-16,3012442100.00
84597035900,60058551900,2022-04-28,3012543300.00
84597125700,60058622900,2022-07-19,3012612900.00
84597222600,60058693700,2022-05-27,3012680600.00
84597314000,60058765000,2022-05-06,3012748500.00
84597403000,60058835800,2022-05-03,3012816800.00
84597492000,60058909400,2022-06-21,3012884400.00
84597581600,60058982000,2022-05-21,3012952000.00
84597671100,60059053100,2022-05-24,3013019600.00
84597762100,60059124100,2022-06-06,3013087200.00
84597851700,60059194700,2022-07-30,3013154700.00
84597943300,60059265700,2022-07-29,3013222400.00
84598033200,60059336500,2022-04-28,3013289900.00
84598122300,60059407200,2022-05-01,3013357100.00
84598217600,60059477900,2022-08-05,3013424300.00
84598308100,60059548400,2022-07-30,3013491900.00
84598398900,60059618900,2022-06-17,3013570800.00
84598495400,60059689500,2022-06-24,3013640400.00
84598595400,60059760400,2022-05-15,3013708100.00
84598743400,60059831400,2022-07-17,3013775400.00
84598881200,60059904500,2022-05-16,3013843400.00
84599034000,60059978100,2022-08-13,3013910700.00
84599161200,60060049400,2022-07-05,3013978300.00
84599275500,60060120400,2022-07-02,3014045900.00
84599369100,60060191400,2022-06-04,3014113700.00
84599459700,60060262600,2022-05-15,3014181200.00
84599550400,60060333300,2022-05-16,3014249100.00
84599674700,60060404100,2022-05-05,3014317900.00
84599804400,60060474900,2022-06-03,3014385400.00
84599936400,60060545900,2022-05-03,3014452900.00
84600064600,60060616900,2022-05-12,3014524000.00
84600195800,60060687800,2022-07-20,3014593500.00
84602418800,60060758700,2022-08-03,3014661600.00
84602562100,60060831000,2022-05-27,3014729000.00
84602731600,60060901900,2022-08-08,3014796800.00
84602854400,60060977900,2022-05-09,3014864600.00
84602993800,60061048700,2022-07-08,3014931800.00
84607720400,60061119800,2022-06-11,3014999200.00
84607899500,60061190800,2022-07-17,3015066500.00
84608071700,60061262000,2022-04-16,3015133500.00
84608245200,60061332800,2022-06-25,3015201300.00
84608417600,60061404100,2022-06-01,3015268600.00
84608586800,60061475300,2022-04-20,3015336000.00
84608756400,60061546300,2022-07-17,3015403500.00
84608925100,60061617100,2022-06-01,3015471300.00
84609093000,60061687600,2022-06-29,3015542400.00
84609256400,60061758800,2022-05-07,3015614800.00
84609706400,60061829500,2022-06-13,3015685300.00
84609879700,60061900100,2022-07-11,3015757800.00
84610048100,60061975900,2022-04-17,3015827700.00
84610204700,60062046900,2022-07-22,3015897600.00
84610361100,60062117900,2022-06-04,3015967700.00
84610516900,60062188400,2022-06-03,3016038200.00
84610673300,60062259200,2022-05-05,3016108600.00
84610827600,60062330100,2022-08-07,3016178300.00
84610982300,60062400600,2022-05-20,3016248100.00
84611136100,60062471400,2022-06-05,3019238900.00
84611286700,60062542200,2022-06-18,3019565700.00
84613458900,60062612900,2022-07-13,3020042100.00
84613618400,60062683700,2022-07-14,3020361500.00
84613784300,60062754500,2022-04-23,3020839500.00
84613949900,60062825200,2022-07-05,3021131200.00
84614115500,60062896100,2022-05-19,3021391300.00
84614284000,60062967500,2022-07-03,3021534900.00
84614454400,60063040500,2022-07-20,3021755900.00
84614625000,60063112400,2022-05-29,3021930900.00
84614795600,60063183200,2022-07-03,3022026900.00
84614950500,60063372000,2022-07-10,3022098900.00
84615105100,60063443600,2022-05-14,3022167800.00
84615265200,60063515000,2022-07-28,3022235600.00
84615423500,60063585500,2022-06-24,3022303700.00
84615578200,60063656700,2022-07-05,3022371700.00
84615734300,60063727500,2022-04-22,3022439800.00
84615888800,60063943600,2022-05-13,3022510600.00
84616043000,60066097400,2022-05-29,3022581300.00
84616184600,60066175600,2022-07-09,3022649300.00
84616503900,60066248600,2022-07-23,3022717100.00
84616652900,60066321600,2022-05-05,3022785200.00
84616809200,60066393900,2022-08-07,3022854100.00
84616952400,60066466300,2022-05-07,3022922100.00
84617092600,60066538500,2022-05-23,3022989800.00
84617211900,60066610600,2022-06-24,3023057200.00
84617357600,60066683100,2022-08-06,3023124800.00
84617474400,60066755300,2022-06-05,3023192200.00
84617593600,60066827600,2022-06-02,3023259700.00
84617683500,60066899600,2022-04-18,3023327700.00
84617773000,60066976100,2022-07-23,3023395400.00
84617862900,60067129500,2022-06-26,3023463100.00
84617951800,60067275700,2022-05-02,3023531100.00
84618040800,60067420000,2022-06-23,3023600800.00
84618133000,60067578500,2022-07-24,3023669700.00
84618229900,60067738700,2022-07-10,3023737900.00
84618322000,60067894600,2022-06-16,3023804900.00
84618411300,60068052700,2022-07-09,3023872300.00
84618500800,60068210000,2022-05-04,3023940300.00
84618593000,60068384000,2022-06-15,3024007700.00
84618684000,60068571300,2022-07-03,3024075200.00
84618773500,60068718000,2022-06-15,3024143400.00
84618862900,60068862800,2022-04-25,3024211400.00
84618952600,60069190900,2022-04-30,3024278700.00
84619041500,60069326500,2022-06-08,3024346600.00
84619134200,60069458300,2022-05-21,3024414100.00
84619227200,60069681700,2022-06-25,3024484900.00
84619318300,60069900300,2022-08-04,3024565300.00
84619409300,60070080700,2022-08-05,3024633000.00
84619504400,60070268100,2022-07-30,3024700700.00
84619599300,60070413800,2022-07-24,3024768700.00
84619689500,60070559500,2022-06-09,3024836200.00
84619782000,60070689000,2022-07-31,3024955200.00
84619884500,60070826000,2022-06-21,3025060300.00
84619980100,60070928700,2022-07-06,3025172300.00
84620076900,60071040400,2022-05-31,3025249400.00
84620169000,60071149900,2022-06-21,3025438500.00
84620263500,60071321400,2022-08-14,3025540600.00
84620352700,60071510000,2022-05-02,3025615300.00
84620443300,60071688400,2022-05-20,3025683800.00
84620532700,60071837700,2022-08-07,3025751800.00
84620622700,60071990400,2022-06-26,3025819400.00
84620711800,60072141700,2022-08-02,3025888900.00
84620807500,60072289400,2022-05-28,3025956700.00
